0,1,43101,43114,,,,,,,
0,1,43104,43115,,,,,,,
0,1,43103,43112,,,,,,,
0,1,43104,43116,,,,,,,
0,1,43105,43112,,,,,,,
0,1,43106,43119,,,,,,,
0,1,43107,43122,,,,,,,
0,1,43108,43123,,,,,,,
0,1,43109,43119,,,,,,,
0,1,43110,43123,,,,,,,
0,1,43111,43126,,,,,,,
0,1,43114,43127,,,,,,,
0,1,43113,43124,,,,,,,
0,1,43114,43126,,,,,,,
0,1,43115,43129,,,,,,,
0,1,43116,43129,,,,,,,
0,1,43117,43129,,,,,,,
0,1,43118,43123,,,,,,,
0,1,43119,43128,,,,,,,
0,1,43140,43150,,,,,,,
0,1,43141,43155,,,,,,,
0,1,43144,43157,,,,,,,
0,1,43143,43158,,,,,,,
0,1,43144,43151,,,,,,,
0,1,43145,43153,,,,,,,
0,1,43146,43156,,,,,,,
0,1,43147,43154,,,,,,,
0,1,43148,43161,,,,,,,
0,1,43149,43164,,,,,,,
0,1,43130,43141,,,,,,,
0,1,43131,43143,,,,,,,
0,1,43134,43146,,,,,,,
0,1,43133,43146,,,,,,,
0,1,43134,43147,,,,,,,
0,1,43135,43148,,,,,,,
0,1,43136,43145,,,,,,,
0,1,43137,43147,,,,,,,
0,1,43138,43147,,,,,,,
0,1,43139,43150,,,,,,,
0,1,43140,43153,,,,,,,
0,1,43141,43148,,,,,,,
0,1,43144,43152,,,,,,,
0,1,43143,43154,,,,,,,
0,1,43144,43152,,,,,,,
0,1,43145,43157,,,,,,,
0,1,43146,43158,,,,,,,
0,1,43147,43160,,,,,,,
0,1,43148,43154,,,,,,,
0,1,43149,43159,,,,,,,
0,1,43150,43162,,,,,,,
0,1,43151,43162,,,,,,,
0,1,43154,43165,,,,,,,
0,1,43153,43166,,,,,,,
0,1,43154,43160,,,,,,,
0,1,43155,43170,,,,,,,
0,1,43156,43167,,,,,,,
0,1,43157,43163,,,,,,,
0,1,43158,43164,,,,,,,
0,1,43159,43170,,,,,,,
0,1,43160,43175,,,,,,,
0,1,43161,43168,,,,,,,
0,1,43164,43174,,,,,,,
0,1,43163,43174,,,,,,,
0,1,43164,43171,,,,,,,
0,1,43165,43179,,,,,,,
0,1,43166,43179,,,,,,,
0,1,43167,43176,,,,,,,
0,1,43168,43179,,,,,,,
0,1,43169,43178,,,,,,,
0,1,43170,43178,,,,,,,
0,1,43171,43176,,,,,,,
0,1,43174,43181,,,,,,,
0,1,43173,43181,,,,,,,
0,1,43174,43187,,,,,,,
0,1,43175,43183,,,,,,,
0,1,43176,43190,,,,,,,
0,1,43177,43188,,,,,,,
0,1,43178,43192,,,,,,,
0,1,43179,43193,,,,,,,
0,1,43180,43190,,,,,,,
0,1,43181,43188,,,,,,,
0,1,43184,43192,,,,,,,
0,1,43183,43191,,,,,,,
0,1,43184,43194,,,,,,,
0,1,43185,43190,,,,,,,
0,1,43186,43191,,,,,,,
0,1,43187,43196,,,,,,,
0,1,43188,43193,,,,,,,
0,1,43189,43203,,,,,,,
0,1,43190,43196,,,,,,,
0,1,43191,43202,,,,,,,
0,1,43194,43199,,,,,,,
0,1,43193,43198,,,,,,,
0,1,43194,43206,,,,,,,
